자동차/NNG	708.927103031023
현대자동차/NNP	626.2626462118039
대우자동차/NNP	619.7951603980995
차종/NNG	549.8718868864715
기아자동차/NNP	530.8097848713503
기아/NNG	402.6344550451824
승용차/NNG	361.9020360214871
엔진/NNG	264.2961168442804
차체/NNG	253.1307713742509
상용차/NNG	250.05517494530233
대우/NNP	241.24065703479835
차/NNG	227.59494622043277
소형차/NNG	182.89347444664944
배기량/NNG	171.37898224183215
경차/NNG	170.36569154977013
삼성차/NNP	168.3571911496609
주행/NNG	157.29269706160284
삼성자동차/NNP	150.9306450887943
엑센트/NNP	147.3587850461459
프라이드/NNG	146.36554387150838
모델/NNG	146.00452847872023
디젤/NNG	145.99137412613698
기아/NNP	145.01698867972746
부품/NNG	136.16981331379543
연비/NNG	129.47293348252842
동차/NNG	124.55955307981618
현대/NNP	123.90491577577102
프린스/NNP	123.4552462315938
차감/NNG	123.4552462315938
생산/NNG	115.75090310315136
이건희/NNP	112.39326819724002
성능/NNG	109.24029447680266
모터스/NNP	106.56272821766275
대수/NNG	106.0077859111097
자동차업/NNG	106.0077859111097
사재/NNG	99.72061219453738
현대정공/NNP	96.88387732956234
혼다/NNP	93.73911826465039
판매/NNG	92.18338689267672
공장/NNG	89.37747810584126
채권단/NNG	88.39998440000171
차량/NNG	86.48774050822102
엘란트라/NNG	85.50452557219332
현대차/NNP	78.45172933397699
콩코드/NNP	76.2489337168894
세피아/NNP	76.2489337168894
변속기/NNG	76.2489337168894
지프/NNG	74.35522224863634
대차/NNG	72.94119911552202
살롱/NNG	72.94119911552202
휴즈/NA	72.94119911552202
포텐샤/NA	72.94119911552202
한국자동차공업협회/NNP	72.94119911552202
지급액/NNG	72.94119911552202
티코/NNP	72.36398314038219
마력/NNB	72.36398314038219
마쓰다/NNP	72.36398314038219
대우/NNG	71.82357075003
라인/NNG	71.05766592789803
업계/NNG	70.84674123851237
아시아/NNP	69.22162801591654
삼성/NNP	68.47571299745086
쌍용자동차/NNP	68.04214866032326
출고/NNG	67.21080110521834
경량/NNG	67.00519310168555
중공업/NNG	65.48428638835536
완성/NNG	63.71322995117594
승용/NNG	63.258051260425425
그랜저/NNP	63.258051260425425
쏘나타/NNG	63.258051260425425
이헌재/NNP	62.298629662349114
촉매/NNG	62.24188524611413
송탄/NNP	62.24188524611413
창사/NNG	62.24188524611413
코란도/NNP	62.24188524611413
엑셀/NNP	61.17143784801934
업체/NNG	60.098125774622545
중형/NNG	58.53208802887679
오토/NNP	56.00033847053101
강봉균/NNP	55.98108018276951
제너럴/NNG	55.98108018276951
닛산/NNP	55.98108018276951
도요타/NNP	55.98108018276951
조립/NNG	55.098069526847624
제너럴모터스/NNP	53.228321436746924
벤츠사/NNP	53.228321436746924
삼성생명/NNP	52.11648223713718
내수/NNG	49.68275006828316
장착/NNG	49.63606927370982
핸들/NNG	48.61536969241841
탄화수소/NNG	48.61536969241841
오펠/NA	48.61536969241841
시제/NNG	48.61536969241841
부주석/NNG	48.61536969241841
스포티지를/NA	48.61536969241841
마티즈는/NA	48.61536969241841
문짝/NNG	48.61536969241841
스포티지의/NA	48.61536969241841
시트로엥/NNP	48.61536969241841
배수진/NNG	48.61536969241841
한승주/NNP	48.61536969241841
협상단/NNG	48.61536969241841
엑셀/NNG	48.61536969241841
기통/NNG	48.61536969241841
근육질/NNG	48.61536969241841
비서장/NNG	48.61536969241841
스포티지로/NA	48.61536969241841
스타일/NNG	47.611747854751414
포드/NNP	47.611747854751414
자원부/NNG	46.33759957880903
인수/NNG	45.02418411406278
램프/NNG	44.76254981430419
이기호/NNP	41.41649068050979
지프차/NNG	41.41649068050979
흠집/NNG	41.41649068050979
안전도/NNG	41.41649068050979
출력/NNG	41.10443090107443
부평/NNP	40.903297740834375
판매량/NNG	40.42369196389359
외관/NNG	38.94921779762615
적체/NNG	38.94921779762615
수출/NNG	37.696538962791394
출시/NNG	37.63147500836517
제동/NNG	36.36364525871003
기존/NNG	36.22470536892215
대로/NNB	35.408622796377706
연료/NNG	34.563440589860384
시트/NNG	34.30642790498221
빅/NNG	33.6950957491768
주력/NNG	33.59035582299267
평수/NNG	33.55519328086722
발진/NNG	33.55519328086722
세단/NNG	33.55519328086722
자동차사/NNG	33.55519328086722
저감/NNG	33.55519328086722
밴/NNG	33.55519328086722
배기가스/NNG	33.55519328086722
부채/NNG	32.50558004322154
메이커/NNG	31.929893260731628
상수리/NNG	31.097712260312807
유지비/NNG	31.097712260312807
대기실/NNG	31.097712260312807
스포티지/NA	31.097712260312807
굴곡/NNG	31.097712260312807
계기판/NNG	31.097712260312807
구동/NNG	31.097712260312807
결자해지/NNG	31.097712260312807
라인업/NNG	31.097712260312807
트럭/NNG	30.702268601092975
브레이크/NNG	30.514946730355245
대당/NNG	30.514946730355245
기아그룹/NNP	30.514946730355245
김우중/NNP	29.541264487063096
계열사/NNG	28.92469716686363
협상/NNG	28.85769232036896
실용/NNG	28.548826252953422
부족분/NNG	27.951352003722082
륜/NNG	27.951352003722082
실린더/NNG	27.951352003722082
제휴/NNG	27.366921237332306
로열티/NNG	27.36195200796376
동력/NNG	27.36195200796376
실사/NNG	27.286129450371853
계약/NNG	26.162279886708532
간담회/NNG	25.510720633259933
회장/NNG	24.80629501709812
현대/NNG	24.743905866062647
할부/NNG	24.700105250638444
추진/NNG	24.465550413831547
알스톰사/NA	24.30163966221363
성능.기능.스/NA	24.30163966221363
듀얼게이트/NA	24.30163966221363
할부금/NNG	24.30163966221363
생활공간/NNG	24.30163966221363
GEC-알스톰사/NA	24.30163966221363
스쿠프,/NA	24.30163966221363
람의/NA	24.30163966221363
전속력/NNG	24.30163966221363
흡.배기관의/NA	24.30163966221363
「40%옵셋/NA	24.30163966221363
솔루스의/NA	24.30163966221363
합종연횡/NNG	24.30163966221363
타이어그루브를/NA	24.30163966221363
스테인리스/NA	24.30163966221363
3백11대.스쿠프/NA	24.30163966221363
모터쇼/NNG	24.30163966221363
옆면/NNG	24.30163966221363
타임캅의/NA	24.30163966221363
합성어/NNG	24.30163966221363
(약칭대노협)는/NA	24.30163966221363
교환소/NNG	24.30163966221363
차비/NNG	24.30163966221363
스포티지는/NA	24.30163966221363
섀시부문을/NA	24.30163966221363
밸브/NA	24.30163966221363
헤미(Hemi)/NA	24.30163966221363
타임/NNP	24.30163966221363
산업국/NNG	24.30163966221363
웃음거리/NNG	24.30163966221363
믹서/NNG	24.30163966221363
채이스맨해튼은행과/NA	24.30163966221363
피스/NNP	24.30163966221363
메카/NNG	24.30163966221363
종요/NNG	24.30163966221363
이차/NNG	24.30163966221363
하체/NNG	24.30163966221363
정비공/NNG	24.30163966221363
동의서/NNG	24.30163966221363
실내외/NNG	24.30163966221363
철칙/NNG	24.30163966221363
포텐샤의/NA	24.30163966221363
왜건/NNG	24.30163966221363
예능/NNG	24.30163966221363
한국기계연구원/NNP	24.30163966221363
통행증/NNG	24.30163966221363
타워/NNP	24.30163966221363
뉴포텐샤/NA	24.30163966221363
프로텍터의/NA	24.30163966221363
이상향/NNG	24.30163966221363
코끼리/NNG	24.30163966221363
스료를/NA	24.30163966221363
브로엄도/NA	24.30163966221363
유단자/NNG	24.30163966221363
이즈밋시에/NA	24.30163966221363
히노/NNP	24.30163966221363
페스티바)의/NA	24.30163966221363
